Fold,Accuracy,Kappa,N_Samples
1,0.5347222222222222,0.06944444444444442,864
2,0.5543981481481481,0.10879629629629628,864
3,0.5659722222222222,0.13194444444444442,864
4,0.5729166666666666,0.14583333333333337,864
5,0.5497685185185185,0.09953703703703709,864
