Fold,Train_Accuracy,Train_Kappa
1,0.5559895833333334,0.11197916666666663
2,0.5455729166666666,0.09114583333333337
3,0.55078125,0.1015625
4,0.5690104166666666,0.13802083333333337
5,0.5559895833333334,0.11197916666666663
