Fold,Test_Accuracy,Test_Kappa
1,0.20689655172413793,-0.060834990059642324
2,0.29310344827586204,0.05821782178217827
3,0.25862068965517243,0.010317460317460392
4,0.3157894736842105,0.08556149732620333
5,0.24561403508771928,-0.00657084188911683
