Fold,Accuracy,Kappa,N_Samples
1,0.2413793103448276,-0.010292953285827355,58
2,0.25862068965517243,0.012668250197941378,58
3,0.3275862068965517,0.10522151898734189,58
4,0.2807017543859649,0.04221311475409828,57
5,0.21052631578947367,-0.05382087099424804,57
