Fold,Accuracy,Kappa,N_Samples
1,0.25862068965517243,0.011494252873563204,58
2,0.3275862068965517,0.10238095238095246,58
3,0.2413793103448276,-0.010292953285827355,58
4,0.22807017543859648,-0.02829028290282909,57
5,0.21052631578947367,-0.052091878589007434,57
