Fold,Test_Accuracy,Test_Kappa
1,0.1724137931034483,-0.10344827586206895
2,0.2413793103448276,-0.01229670765569213
3,0.25862068965517243,0.011494252873563204
4,0.12280701754385964,-0.16851168511685133
5,0.3508771929824561,0.13316892725030838
