Fractal,LogPower
0.369019915728745,0.00208157489812
0.2952659244582193,3.382975685633823e-06
0.2180467976205831,0.000276334592363
0.1896825691642573,0.999999967109552
0.1174214968175232,0.0427533802981915
0.2878497142929471,0.4582238231088936
0.2469063325466714,0.0003594720738473
0.3842471704589496,0.1275734252112605
0.2103948729018974,1.5145755328095722e-05
0.2304616758226514,0.0013482159083615
0.121722334257015,0.031152591208591
0.3578016958712464,0.0031097670794312
0.2953311925621424,0.9879253216961816
0.2868717111413462,6.250848157452816e-31
0.4387026243378387,7.391466583472724e-05
0.2836068393549976,0.9999797026632268
0.2165915573275443,3.242142042293258e-05
0.3668531952928676,0.0063742929769945
0.1396731563982532,0.9918893041210144
0.2533656663907941,0.000402894991296
0.3241132224283519,0.7215785330326656
0.3197306256617808,0.0023281669001429
0.3012654854883042,5.084185764108888e-10
0.3379887017892009,0.0003804500102838
0.3141483086783995,0.0001788206238185
0.4069174111122231,7.656702282880951e-08
0.4385880888400253,1.0122482624218152e-06
0.2560770214704481,1.8034818211675408e-06
0.2676455449715302,0.1579808638566163
0.2364165900266941,0.0019604347134908
0.3202440579151157,0.7164934827930831
0.2536997547111302,0.958196698322666
0.2687056685307566,0.0082885169766851
0.1095768931677385,6.209185776684887e-06
0.173330078413563,1.3799602552000784e-11
0.2438067066992089,0.0826916237117964
0.2645522178593295,7.385091121852402e-07
0.0887497221479798,6.137465553224747e-10
0.5157587671664517,0.998229950067901
0.3577183802129243,0.999937963152611
0.392314794321544,2.5182306215083992e-157
0.1540513734912297,0.0001599101922466
0.3120194885064503,0.7185416646349231
0.1583400925966915,0.0002286906225046
0.192080538177216,1.8821637583200172e-08
0.1301397514628761,0.9641993271357048
0.3060605160262241,1.3244476522259812e-10
0.6334061414956057,0.4582870461431537
0.3043628185410406,0.4084813652945209
0.3429717224447782,5.2002247394240475e-09
0.2246554086185667,0.0072556151599328
0.1751460128506963,0.9417306973164444
0.1330623251964202,0.0014495116073395
0.1679600387137765,1.112077426197134e-07
0.1989917431877897,2.2758253541865272e-05
0.3789280142807156,0.9999985660369036
0.1750909784339928,2.516968733508528e-05
0.2863159185949649,8.851467526054221e-07
0.17737761661741,0.7554953027605971
0.3202269107746288,0.0015337200618338
0.3408285185984693,3.618007636914147e-11
0.078102366939933,0.9999999797345068
0.2453795083326767,7.261776006473297e-05
0.3853830240857925,0.0001176484695083
0.1987226813812763,0.999960397700519
0.2673669090924637,5.956453408341259e-07
0.4612887095035316,0.0001078011023705
0.3523240783241107,4.5496028960976813e-10
0.4331471209058422,8.161559904800839e-05
0.2858668148530437,9.300147121294129e-189
0.2477441787934753,0.7383473955025431
0.2691694220380252,0.7528018522329537
0.2914835725015997,0.0001945775103945
