Fold,Accuracy,Kappa,N_Samples
1,0.8173913043478261,0.6344785833207205,115
2,0.8956521739130435,0.7912885662431942,115
3,0.8347826086956521,0.6694902435335048,115
4,0.8521739130434782,0.7042807442141885,115
5,0.8879310344827587,0.7758620689655172,116
