Fold,Train_Accuracy,Train_Kappa
1,0.4652173913043478,0.28686664986135624
2,0.45652173913043476,0.2753440540404295
3,0.41739130434782606,0.22303173922908215
4,0.4588744588744589,0.2785578652808315
5,0.4458874458874459,0.26102169349195237
