Fold,Accuracy,Kappa,N_Samples
1,0.4652173913043478,0.2870104339936489,230
2,0.41739130434782606,0.22311008041138358,230
3,0.46956521739130436,0.29270014115749143,230
4,0.4458874458874459,0.2611324903793293,231
5,0.47619047619047616,0.3016614615865083,231
