Fold,Accuracy,Kappa,N_Samples
1,0.46956521739130436,0.2926823120163343,230
2,0.43478260869565216,0.2462058185851863,230
3,0.45652173913043476,0.27532578831951204,230
4,0.4199134199134199,0.22655605806951362,231
5,0.45454545454545453,0.2725500487365975,231
