Fold,Train_Accuracy,Train_Kappa
1,0.45217391304347826,0.2696388517855792
2,0.4434782608695652,0.2578026521454142
3,0.45217391304347826,0.26947315351651124
4,0.4329004329004329,0.24381528312259482
5,0.45454545454545453,0.2728953285036223
