Fold,Train_Accuracy,Train_Kappa
1,0.4391304347826087,0.25217391304347825
2,0.43478260869565216,0.24635781620204666
3,0.44782608695652176,0.2636381970353938
4,0.45454545454545453,0.272604588394062
5,0.42424242424242425,0.23223210715713716
