Fold,Accuracy,Kappa,N_Samples
1,0.5016891891891891,0.0033783783783783994,592
2,0.527027027027027,0.05405405405405406,592
3,0.5320945945945946,0.06418918918918914,592
4,0.5084459459459459,0.016891891891891886,592
5,0.5135135135135135,0.027027027027026973,592
