Fold,Train_Accuracy,Train_Kappa
1,0.527122641509434,0.054245283018867885
2,0.5424528301886793,0.08490566037735847
3,0.5058962264150944,0.011792452830188704
4,0.5259433962264151,0.05188679245283023
5,0.5330188679245284,0.06603773584905659
