Fold,Train_Accuracy,Train_Kappa
1,0.5081521739130435,0.016304347826086918
2,0.5353260869565217,0.07065217391304346
3,0.5366847826086957,0.07336956521739135
4,0.49184782608695654,-0.016304347826086918
5,0.532608695652174,0.06521739130434778
