Fold,Accuracy,Kappa,N_Samples
1,0.5252403846153846,0.050480769230769273,832
2,0.5120192307692307,0.024038461538461564,832
3,0.5108173076923077,0.02163461538461542,832
4,0.5084134615384616,0.016826923076923128,832
5,0.5012019230769231,0.0024038461538461453,832
