Fold,Train_Accuracy,Train_Kappa
1,0.5047169811320755,0.009433962264150941
2,0.5306603773584906,0.061320754716981174
3,0.5389150943396226,0.0778301886792453
4,0.5224056603773585,0.04481132075471694
5,0.5129716981132075,0.02594339622641506
