Subject,Accuracy,Kappa,N_Samples
P01,0.4913043478260869,-0.017391304347826098,
P02,0.5114583333333333,0.022916666666666675,
P03,0.4971153846153847,-0.005769230769230749,
P04,0.5433962264150944,0.08679245283018866,
P05,0.5351351351351352,0.07027027027027026,
P06,0.5298076923076922,0.059615384615384605,
P07,0.5125,0.025000000000000022,
P08,0.5240740740740741,0.04814814814814818,
P09,0.5701923076923077,0.14038461538461539,
