Fold,Train_Accuracy,Train_Kappa
1,0.5217391304347826,0.3622866937211706
2,0.49130434782608695,0.32187586623995157
3,0.5,0.3330475566090071
4,0.42857142857142855,0.23794766700822234
5,0.5064935064935064,0.34181454636340913
