Fold,Train_Accuracy,Train_Kappa
1,0.4434782608695652,0.2579523113373998
2,0.45217391304347826,0.2695099818511797
3,0.4391304347826087,0.2520230922429223
4,0.43722943722943725,0.24956893320338858
5,0.4329004329004329,0.24379638653572233
