Fold,Accuracy,Kappa,N_Samples
1,0.48695652173913045,0.3158903004638032,230
2,0.4826086956521739,0.310197086546701,230
3,0.47391304347826085,0.2982500378233901,230
4,0.4458874458874459,0.2610401619473671,231
5,0.4805194805194805,0.30741555066959825,231
