Fold,Train_Accuracy,Train_Kappa
1,0.5,0.3331988806816749
2,0.4260869565217391,0.23458968864237995
3,0.47391304347826085,0.298780487804878
4,0.4458874458874459,0.2613539845116163
5,0.5238095238095238,0.36501986655671337
