Fold,Accuracy,Kappa,N_Samples
1,0.4434782608695652,0.2578774892866146,230
2,0.45652173913043476,0.2754718883092664,230
3,0.4956521739130435,0.3275023315605071,230
4,0.48917748917748916,0.3187032917593542,231
5,0.45021645021645024,0.26681328568215323,231
