Fold,Train_Accuracy,Train_Kappa
1,0.4826086956521739,0.3101449275362319
2,0.40869565217391307,0.21149483236702804
3,0.45217391304347826,0.26932580303565123
4,0.48484848484848486,0.3131870877473516
5,0.5194805194805194,0.3592633315008247
