Fold,Test_Accuracy,Test_Kappa
1,0.8275862068965517,0.6522781774580335
2,0.7586206896551724,0.513189448441247
3,0.7931034482758621,0.5857142857142856
4,0.7931034482758621,0.5876777251184835
5,0.8571428571428571,0.7142857142857143
