Fold,Test_Accuracy,Test_Kappa
1,0.7931034482758621,0.5876777251184835
2,0.896551724137931,0.7933491686460807
3,0.8275862068965517,0.6555819477434679
4,0.8620689655172413,0.7251184834123223
5,0.7857142857142857,0.5714285714285714
