Fold,Accuracy,Kappa,N_Samples
1,0.5421195652173914,0.0842391304347826,736
2,0.5475543478260869,0.09510869565217395,736
3,0.5190217391304348,0.03804347826086951,736
4,0.5230978260869565,0.04619565217391308,736
5,0.5421195652173914,0.0842391304347826,736
