Fold,Train_Accuracy,Train_Kappa
1,0.609375,0.21875
2,0.5961538461538461,0.1923076923076923
3,0.6213942307692307,0.24278846153846156
4,0.6033653846153846,0.20673076923076927
5,0.625,0.25
