Fold,Train_Accuracy,Train_Kappa
1,0.5807291666666666,0.16145833333333337
2,0.5638020833333334,0.12760416666666663
3,0.5677083333333334,0.13541666666666663
4,0.5729166666666666,0.14583333333333337
5,0.5768229166666666,0.15364583333333337
