Fold,Accuracy,Kappa,N_Samples
1,0.5405405405405406,0.08108108108108103,592
2,0.5304054054054054,0.060810810810810856,592
3,0.5472972972972973,0.09459459459459463,592
4,0.5135135135135135,0.027027027027026973,592
5,0.5168918918918919,0.03378378378378377,592
