Subject,Accuracy,Kappa,N_Samples
P01,0.4880434782608695,-0.023913043478260888,1000
P02,0.4864583333333334,-0.027083333333333327,1000
P03,0.47019230769230774,-0.05961538461538467,1000
P04,0.5320754716981132,0.06415094339622637,1000
P05,0.5472972972972973,0.09459459459459459,1000
P06,0.5336538461538461,0.06730769230769232,1000
P07,0.49519230769230765,-0.009615384615384604,1000
P08,0.5194444444444445,0.03888888888888888,1000
P09,0.5509615384615385,0.10192307692307692,1000
