Fold,Train_Accuracy,Train_Kappa
1,0.7913043478260869,0.5827033565164802
2,0.7304347826086957,0.4609103281415394
3,0.7478260869565218,0.4955377401300862
4,0.7304347826086957,0.46074723944940255
5,0.75,0.5
