Fold,Test_Accuracy,Test_Kappa
1,0.896551724137931,0.7923627684964201
2,0.8275862068965517,0.6555819477434679
3,0.6551724137931034,0.3127962085308057
4,0.6896551724137931,0.37410071942446044
5,0.9285714285714286,0.8571428571428572
