Fold,Train_Accuracy,Train_Kappa
1,0.6173913043478261,0.2344931921331317
2,0.6347826086956522,0.26884650317892833
3,0.5739130434782609,0.1486629400211512
4,0.6347826086956522,0.2699516324062877
5,0.5948275862068966,0.18965517241379315
