Fold,Accuracy,Kappa,N_Samples
1,0.6086956521739131,0.21697684975034048,115
2,0.6434782608695652,0.28657890755031024,115
3,0.6173913043478261,0.23541855545482016,115
4,0.6608695652173913,0.32199546485260766,115
5,0.6293103448275862,0.2586206896551724,116
