Subject,Accuracy,Kappa,N_Samples
P01,0.2776769509981851,0.036222895184344385,1000
P02,0.22226255293405925,-0.03717034809796238,1000
P03,0.22571082879612825,-0.032629081537536034,1000
P04,0.28142770719903204,0.04214336297449608,985
P05,0.26376285541439803,0.01920106558285335,1000
P06,0.22589231699939508,-0.030838585107223794,1000
P07,0.2675741076830006,0.023731897858917606,1000
P08,0.2396854204476709,-0.013489595723668969,1000
P09,0.3054446460980036,0.07285022493139737,1000
