Subject,Accuracy,Kappa,N_Trials,N_Channels,N_Samples,N_Features
P01,0.2776769509981851,0.036222895184344385,288,25,1000,25
P02,0.22226255293405925,-0.03717034809796238,288,25,1000,25
P03,0.22571082879612825,-0.032629081537536034,288,25,1000,25
P04,0.28142770719903204,0.04214336297449608,288,25,985,25
P05,0.26376285541439803,0.01920106558285335,288,25,1000,25
P06,0.22589231699939508,-0.030838585107223794,288,25,1000,25
P07,0.2675741076830006,0.023731897858917606,288,25,1000,25
P08,0.2396854204476709,-0.013489595723668969,288,25,1000,25
P09,0.3054446460980036,0.07285022493139737,288,25,1000,25
