Fold,Test_Accuracy,Test_Kappa
1,0.7241379310344828,0.45023696682464465
2,0.5862068965517241,0.17142857142857137
3,0.6896551724137931,0.3770883054892602
4,0.7586206896551724,0.5155131264916468
5,0.6071428571428571,0.2142857142857143
