Fold,Accuracy,Kappa,N_Samples
1,0.7241379310344828,0.444976076555024,29
2,0.5172413793103449,0.04694835680751175,29
3,0.5517241379310345,0.10023866348448696,29
4,0.5862068965517241,0.19069767441860463,29
5,0.8214285714285714,0.6428571428571428,28
