Fold,Test_Accuracy,Test_Kappa
1,0.5862068965517241,0.17142857142857137
2,0.4482758620689655,-0.10476190476190483
3,0.5862068965517241,0.16346153846153844
4,0.5172413793103449,0.033333333333333326
5,0.5714285714285714,0.1428571428571429
