Fold,Accuracy,Kappa,N_Samples
1,0.7241379310344828,0.45023696682464465,29
2,0.6206896551724138,0.23501199040767395,29
3,0.6206896551724138,0.24228028503562948,29
4,0.4827586206896552,-0.043165467625899234,29
5,0.7142857142857143,0.4285714285714286,28
