Fold,Accuracy,Kappa
1,0.5961538461538461,0.1923076923076923
2,0.6394230769230769,0.27884615384615385
3,0.5721153846153846,0.14423076923076927
4,0.6346153846153846,0.2692307692307693
5,0.5384615384615384,0.07692307692307687
