Fold,Accuracy,Kappa
1,0.5336538461538461,0.06730769230769229
2,0.49038461538461536,-0.019230769230769162
3,0.5288461538461539,0.05769230769230771
4,0.4951923076923077,-0.009615384615384581
5,0.5144230769230769,0.028846153846153855
