Fold,Accuracy,Kappa
1,0.5384615384615384,0.07692307692307687
2,0.5048076923076923,0.009615384615384581
3,0.5961538461538461,0.1923076923076923
4,0.6057692307692307,0.21153846153846156
5,0.5913461538461539,0.1826923076923077
