Fold,Accuracy,Kappa
1,0.6650943396226415,0.33018867924528306
2,0.6037735849056604,0.2075471698113207
3,0.6367924528301887,0.2735849056603774
4,0.6084905660377359,0.21698113207547165
5,0.6320754716981132,0.26415094339622647
