Fold,Accuracy,Kappa
1,0.5925925925925926,0.18518518518518523
2,0.5509259259259259,0.10185185185185186
3,0.6203703703703703,0.2407407407407407
4,0.6157407407407407,0.2314814814814815
5,0.5231481481481481,0.04629629629629628
