Fold,Accuracy,Kappa
1,0.5370370370370371,0.07407407407407407
2,0.5509259259259259,0.10185185185185186
3,0.5555555555555556,0.11111111111111116
4,0.5185185185185185,0.03703703703703709
5,0.4583333333333333,-0.08333333333333326
