Fold,Accuracy,Kappa
1,0.5337837837837838,0.06756756756756754
2,0.4797297297297297,-0.04054054054054057
3,0.5337837837837838,0.06756756756756754
4,0.581081081081081,0.16216216216216217
5,0.5472972972972973,0.09459459459459463
