Fold,Accuracy,Kappa
1,0.5566037735849056,0.1132075471698113
2,0.5471698113207547,0.09433962264150941
3,0.5424528301886793,0.08490566037735847
4,0.5235849056603774,0.047169811320754707
5,0.5471698113207547,0.09433962264150941
