Fold,Test_Accuracy,Test_Kappa
1,0.5260416666666666,0.05208333333333337
2,0.5572916666666666,0.11458333333333337
3,0.5625,0.125
4,0.5625,0.125
5,0.5677083333333334,0.13541666666666663
