Fold,Accuracy,Kappa
1,0.6320754716981132,0.26415094339622647
2,0.660377358490566,0.3207547169811321
3,0.660377358490566,0.3207547169811321
4,0.6037735849056604,0.2075471698113207
5,0.6886792452830188,0.37735849056603776
