Fold,Test_Accuracy,Test_Kappa
1,0.5961538461538461,0.1923076923076923
2,0.5240384615384616,0.04807692307692313
3,0.5913461538461539,0.1826923076923077
4,0.5961538461538461,0.1923076923076923
5,0.5865384615384616,0.17307692307692313
