Fold,Accuracy,Kappa,N_Samples
1,0.47596153846153844,-0.04807692307692313,208
2,0.4807692307692308,-0.03846153846153855,208
3,0.5288461538461539,0.05769230769230771,208
4,0.5673076923076923,0.13461538461538458,208
5,0.5673076923076923,0.13461538461538458,208
