Fold,Accuracy,Kappa
1,0.5817307692307693,0.16346153846153844
2,0.5240384615384616,0.04807692307692313
3,0.5288461538461539,0.05769230769230771
4,0.5384615384615384,0.07692307692307687
5,0.47596153846153844,-0.04807692307692313
