Fold,Accuracy,Kappa
1,0.5480769230769231,0.09615384615384615
2,0.5144230769230769,0.028846153846153855
3,0.4951923076923077,-0.009615384615384581
4,0.4230769230769231,-0.15384615384615374
5,0.5048076923076923,0.009615384615384581
