Fold,Test_Accuracy,Test_Kappa
1,0.5576923076923077,0.11538461538461542
2,0.5721153846153846,0.14423076923076927
3,0.5336538461538461,0.06730769230769229
4,0.5288461538461539,0.05769230769230771
5,0.5673076923076923,0.13461538461538458
