Fold,Accuracy,Kappa,N_Samples
1,0.5925925925925926,0.18518518518518523,216
2,0.5416666666666666,0.08333333333333337,216
3,0.47685185185185186,-0.04629629629629628,216
4,0.4675925925925926,-0.06481481481481488,216
5,0.5092592592592593,0.01851851851851849,216
