Fold,Test_Accuracy,Test_Kappa
1,0.6057692307692307,0.21153846153846156
2,0.5625,0.125
3,0.5384615384615384,0.07692307692307687
4,0.6057692307692307,0.21153846153846156
5,0.5576923076923077,0.11538461538461542
