Higuchi,LogPower
0.8403700856309249,0.0
0.8406050995070166,0.0
0.1106052804717102,1.0
0.8995833938183172,4.358234614974001e-166
0.9982994828630788,1.0
0.981739301119134,1.0
0.9999877889510284,1.0
0.999625479819364,1.0
0.9994968618329264,0.0
0.992568103973798,1.0
0.996301851710164,1.0
0.7865781589575622,1.0
0.9222773737187924,1.0
0.9772840892096654,1.0
0.9992416223994092,1.0
0.9997101133440204,1.0
0.9073834003703822,0.0
0.9656835593929596,0.0
0.9210452337573016,5.218916666892156e-217
0.1726939477030735,1.1442948983114863e-256
0.1290041303961319,9.284680273440887e-91
0.548639094928431,1.863110606186593e-134
0.3250367008374398,1.0
0.9936068858239812,1.0
0.974366301096128,1.0
0.9999118984439842,1.0
0.994216901251266,8.102502800642277e-161
0.9853038173371608,1.0
0.5372977171016216,5.67495414761165e-90
0.0024514598029028,0.9999999999999996
0.730410725977328,0.0
0.994205196975844,1.0
0.9290067000984072,1.0
0.988457485582082,1.0
0.9459497115351094,1.0
0.2328607271490097,1.0
0.4399150561992053,8.547005812896525e-18
0.9877367454681658,8.684853445646243e-54
0.9679257954893242,1.0
0.9634130217243912,1.0
0.9953018604479402,1.0
0.970271432280825,1.0
0.9997739716424304,1.2436641195907824e-08
0.1868888882071855,0.999959783186506
0.9996461264067698,1.0
0.9999999854061562,1.0
0.9842005423567606,1.0
0.9763071044687452,1.0
0.9903925827482776,1.0
0.8934953365539252,0.0
0.7325357591323541,0.0
0.9970455148041036,1.0
0.9974406172926646,1.0
0.9953780257790924,0.0
0.2422426174750563,0.0
0.7602028470446107,0.0
0.986568789870975,1.0
0.9995521333242396,0.0
0.9989098050568296,1.0
0.733662142343767,0.0
0.998490532305595,1.0
0.994008377080959,1.0
0.9977922439007296,1.0
0.9632305826128136,1.0
0.9985875442077168,1.0
0.9946497879670724,1.0
0.0324795489313817,1.0
0.8658590815755228,5.2312024620445796e-244
0.9957257100050626,1.0
0.985563181052053,1.0
0.599084111372629,1.714310549766898e-22
0.9692914885528564,1.0
0.977391760027555,1.0
0.9052789658177272,0.0
0.8640323931155625,1.0
0.4783671121091029,1.0
0.9986054707648552,0.0
0.8814176804136151,1.0
0.9997522101705368,0.0
0.9985658303521212,1.0
0.9832928346403966,0.0
0.2878794779224144,1.0
0.9649839424040472,3.349409730246513e-17
0.9724733130440544,1.0
0.9808022987270204,0.0
0.9374535339855552,0.0
0.8341495392924839,5.0859825129145264e-104
0.9684862845393036,1.0
0.3791564925869355,0.0
0.9889014603214648,1.0
0.8047392290786911,0.0
0.7816885119023002,1.0
0.9740052026962858,1.0
0.9943811753840438,1.0
0.961679833021592,1.0
0.9993702259701848,1.0
0.9655497758856268,1.0
0.9480385932033922,1.0
0.9720716403259578,2.9642927420939468e-58
0.6782613699142269,1.0
0.9995984216678622,1.0
0.0357673233037686,0.9999999967881604
0.7187191736040192,1.0
0.9909368850438144,1.0
0.7183072059208662,1.0
0.1113926811085309,1.0
0.0688746892193516,1.0
0.1073407532468435,1.0
0.4058688504333954,9.015759725277287e-62
0.9945011137398592,0.0
0.9992267332963268,1.0
0.883072175673967,0.0
0.3025413210477304,0.0
0.0833554165049307,0.0
0.808620474687006,7.378121578522693e-07
0.9735402831813766,1.0
0.999647061389214,1.0
0.9675942422276204,3.5673212894059547e-09
0.7947394070430237,1.0
0.1961447524755444,0.9999999999999968
0.5395640073400643,1.0
0.63287584996111,1.0
0.9821340768726928,1.0
0.9992904704297424,1.0
0.995981940282961,0.9999999999999996
0.999810895678096,1.0
0.999759044219236,1.0
0.9865335155587576,1.0
0.9994059111412024,1.0
0.9796450701288812,1.0
0.9837113684666038,1.0
0.998095225882656,1.0
0.999830938917548,1.0
0.9945040805146,1.0
0.0105553582711683,0.0
0.753744612596321,0.0
0.8936592125249962,1.0
0.8872537813987255,0.0
0.239322542774874,7.59906078128876e-170
0.8392183237147172,1.0
0.5158204217627205,9.499086880893597e-242
0.9918583012166422,0.0
0.9818325472132836,1.0
0.9938314038085676,1.0
0.9355385855045696,0.0
0.9985908561717696,0.0
0.983587485968476,1.0
0.5871116814963474,1.0
0.9999465228959964,1.0
0.998634225479058,2.302412299225613e-147
0.9994795388552584,4.914375122383818e-86
0.2087855982768215,1.0
0.5872518032101508,0.0
0.9708222485739336,1.0
0.995890257109276,1.0
0.9843358288094356,4.280326985069304e-70
0.7142202057176023,1.0
0.9940314737820092,1.0
0.9935387218056032,0.0
0.3884194030323242,0.0
0.1366104750471729,0.999999973462262
0.680235486403169,1.5543122344752194e-15
0.1979630584754163,1.0
0.3390219063628854,1.0
0.9301295156868112,6.83077910199154e-15
0.1740016177979434,0.0
0.9848412587452936,1.0
0.5521820521882513,1.0
0.3714361983929807,0.9999999999999848
0.5539034259747211,1.0
0.7125008612765641,1.0
0.2237433905395882,0.9999999999996184
0.277687249499375,1.0
0.8895059495262228,0.0
0.7181338723203823,0.0
0.8493045872847238,1.0
0.7077756245664267,1.0
0.1252588161201431,1.0
0.2013569652153226,6.42921111801719e-63
0.7040835803127797,1.0
0.8287905953914718,1.0
0.9256941457303228,0.9999364169809254
0.1425400490302821,1.0
0.3889925988473212,0.9999999991278308
0.4384719937625581,1.0
0.7444366562226747,1.0
0.7979357638206822,1.0
0.6600371097642033,1.6386068127915528e-19
0.0841420276154002,3.7479079458708323e-87
0.920428548445788,1.0
0.8360421362096636,1.0
0.735337681365795,0.0
0.0013352861330369,1.0
0.999499590221152,1.0
0.007617448725809,1.0
0.7608458306702051,2.602502896076344e-210
0.9747297524865643,1.0
0.3741723243553944,1.0
0.1040564744920152,1.0
0.6115531258895297,1.5025138997068289e-167
0.8879487070258104,0.999999999999998
0.96535787759117,4.846983037262016e-17
0.565296615039476,1.0
0.5810146677947301,0.0
0.998564002574218,1.0
0.8465082929713346,0.0
0.916527114555733,0.0
0.9785667587863388,1.0
0.5791986228842653,1.0
0.0170959249277763,1.0
0.9289754173582327,1.0
0.9985207135689198,1.0
0.9740416840552732,1.0
0.7534095402663051,1.0
0.1857107797571228,1.0
0.5894756359783739,0.0
0.022986808899052,1.0
0.6184066449086144,1.0
0.9953231655803988,1.0
0.928692239617784,1.2079079178379868e-57
0.829023404720025,1.0
0.4918496134498822,0.0
0.5794038260661314,0.0
0.6923345045987543,1.0
0.4380284512500253,0.0
0.0103929180500486,1.0
0.97238026316182,1.0
0.9999989663804836,1.0
0.0878007495764293,1.0
0.5168491782243085,0.0
0.1542026200785976,1.0
0.2100926144940135,0.0
0.3742796143778645,0.0
0.7510009229285585,0.0
0.6202048974479699,1.0
0.5508228757881135,1.0
0.8814757960874406,1.0
0.6850738082989453,1.0
0.9946158278402668,1.0
0.9661520580652192,1.0
0.9997214251589758,1.0
0.9999828481024716,1.0904954180441305e-130
0.0193172999633294,1.0
0.1558544658575699,0.0
0.998863570033088,1.0
0.9972114855433336,1.0
0.9845225804044868,0.9999999929399096
0.5001091035684077,1.0
0.8519645895862079,1.0
0.3001674834875713,1.0
0.9995399349371706,0.0
0.9996889919296148,1.0
0.999986588135822,1.0
0.9894252289367912,1.1637551151238617e-288
0.804727252080047,0.0
0.9987699713750552,0.0013069372693499
0.9979805102180084,1.0
0.997231664094818,8.813631202542397e-59
0.9947120004033772,1.0
0.7005889326487681,1.0
0.8700625356594205,7.734186163667649e-64
0.513155320943742,1.0
0.1695279953435353,1.0
0.986533532557104,0.0
0.8338622692718384,1.0
0.8632991967859752,1.4580130909577363e-77
0.9690953337753804,1.0
0.9518175014759532,0.0
0.985044673100399,1.0
0.6101733075413642,1.0
0.9990915171284768,1.0
0.9986386042916456,1.0
0.9791851473619898,2.5134667687502892e-09
0.4190926558490568,1.0
0.9969033924987564,1.0850523935800275e-101
0.2530891612897351,0.0
0.7339344894755881,1.0
0.606779684753531,1.0
0.9310392976755454,1.0
0.9856120561198608,1.0
0.7186918398863534,0.0
0.9908267090570568,0.0
0.9838683932432264,1.0
0.748185906524384,1.0
0.8968409086513858,1.0
0.6324603081484113,1.0
0.3219128109566839,0.9999999999998616
0.9656293832541434,1.0
0.9866154987192484,1.0
0.9986862933750784,1.0
0.9977380836516876,1.0
0.9962235303954572,1.0
0.999999394673614,1.9716810006335482e-147
0.6698676519875932,0.999999999999563
0.9409843106178732,1.0
0.9966532160057212,1.0
0.9803514047559824,1.0
0.9130041685466092,3.750081495339748e-54
0.0587449349062585,1.0
0.9998610049965714,0.0
0.9999998590731763,1.0
0.8886089824569543,1.0
0.9918855154702556,0.0
0.911791013069974,0.0
0.9998193769934288,3.976018770405415e-193
0.593863829334199,1.0
0.9980293516368346,0.0
0.9999033025535632,0.0
0.3824389215962505,1.0
0.9999203631653002,1.0
0.9996642528738208,0.0
0.8117451179837031,1.0
0.1365943192394041,0.0
0.6956265144167219,1.0
0.9942374945701908,0.0
0.9646845377208372,1.0
0.993017192805948,5.043431555774781e-211
0.5798354182331616,1.0
0.942851542082204,1.0
0.985207803788787,0.0
0.2411449126563727,1.0
0.668900887768,0.0
0.9745033789830384,1.0
0.978254001632148,1.0
0.9993242978670416,0.0
0.1003029713742963,1.0
0.6734218349739135,1.0
0.7023388917556176,1.226316362785891e-282
0.0245003272641448,1.0
0.9576774570710292,1.245843019998532e-114
0.0778366005028327,4.202759088983095e-82
0.4218004359327729,1.0
0.5527335692444859,0.0
0.7193881047227566,0.0
0.8160493418871395,0.0
0.1938311725879434,0.0
0.8383258116965062,1.6342482922482304e-13
0.7931815399164721,1.0
0.9992360512545904,0.999999999930193
0.9273083911430952,1.0
0.903100759041238,0.1213460713863308
0.5772876850109835,1.0
0.3853364819535152,0.9999999999963284
0.5059445621237866,1.0
0.0261867076954748,5.680746563152539e-07
0.7270146676043082,0.0002420927630857
0.964561537989474,1.0
0.8105268769759773,1.0
0.0984775093041344,1.0
0.0647759614770651,1.0
0.9999725745459396,1.0
0.9997647340592398,1.0
0.6806621249046154,0.0
0.0402124707675226,0.0
0.9947711660007722,1.0
0.5908028277021149,0.0
0.9701096048181646,0.0
0.9481909035784792,1.0
0.6704321973620166,1.0
0.5757234392284182,5.017288581124446e-31
0.787011140606081,1.0
0.233566491087573,1.0
0.0674508067651465,1.0
0.9512548286237784,0.0
1.99818510804306e-06,0.0
0.9999406328053868,0.0
0.074209301101432,0.0
0.9975440707546158,0.0
0.5566189312835164,0.0
0.1671576047048003,1.0
0.8253082104850009,2.0989187363739566e-112
0.9904779539506522,1.0
