Subject,Accuracy,Kappa,N_Trials,N_Channels,N_Samples,N_Features
P01,0.632512315270936,0.2625870406426955,144,25,1000,4
P02,0.6389162561576355,0.2783607601313907,144,25,1000,4
P03,0.48645320197044334,-0.03083645325072275,144,25,1000,4
P04,0.6310344827586207,0.26191988455918047,144,25,985,4
P05,0.5704433497536947,0.14102487558562074,144,25,1000,4
P06,0.6401477832512315,0.285143582824554,144,25,1000,4
P07,0.6463054187192119,0.29422794193502716,144,25,1000,4
P08,0.5830049261083744,0.16518771441885086,144,25,1000,4
P09,0.5768472906403941,0.1500463716518242,144,25,1000,4
