Fold,Test_Accuracy,Test_Kappa
1,0.20689655172413793,-0.055797388207360576
2,0.25862068965517243,0.009924573243350499
3,0.1724137931034483,-0.10170162247724579
4,0.24561403508771928,-0.006570841889117052
5,0.2631578947368421,0.02005730659025784
