Fold,Test_Accuracy,Test_Kappa
1,0.25862068965517243,0.011494252873563204
2,0.13793103448275862,-0.1480601741884402
3,0.25862068965517243,0.01188589540412055
4,0.19298245614035087,-0.07679671457905557
5,0.2631578947368421,0.01562500000000011
