Fold,Accuracy,Kappa,N_Samples
1,0.27586206896551724,0.03141153081510939,58
2,0.25862068965517243,0.009531374106433677,58
3,0.3275862068965517,0.10415841584158414,58
4,0.2807017543859649,0.04299754299754288,57
5,0.24561403508771928,-0.0069843878389481695,57
